code;about;price;photo;in_stock
THTPTM1251T;20 بكرة ربط مطاطية للتطعيم 25 م عرض 11 مم ماركة TOTAL;3.1;https://hawarastore.com/wp-content/uploads/2024/07/THTPTM1251T.png;yes
THTR031.XXL;جاكيت مطرية فقط سماكة 0.33 مم قياس XXL ماركة TOTAL;6.86;https://hawarastore.com/wp-content/uploads/2024/05/THTR031.png;yes
THTRC031.L;جاكيت مطري طويل (L) طول 120 سم TOTAL;7.65;https://hawarastore.com/wp-content/uploads/2025/08/THTRC031.L.png;no
THTRC031.M;جاكيت مطري طويل (M) طول 120 سم TOTAL;7.65;https://hawarastore.com/wp-content/uploads/2025/08/THTRC031.M.png;yes
THTRC031.XL;جاكيت مطري طويل (XL) طول 120 سم TOTAL;7.65;https://hawarastore.com/wp-content/uploads/2025/08/THTRC031.XL_.png;no
THTRC031.XXL;جاكيت مطري طويل (XXL) طول 120 سم TOTAL;7.65;https://hawarastore.com/wp-content/uploads/2025/08/THTRC031.XXL_.png;yes
THTRC031.XXXL;جاكيت مطري طويل (XXXL) طول 120 سم TOTAL;7.65;https://hawarastore.com/wp-content/uploads/2025/08/THTRC031.XXXL_.png;no
THTRCW40231;مفتاح جنط 16 انش مع 4 رؤوس 1/2 انش قياس 17-19-21-23 ضمن حقيبة جلد (( صناعي ));9.79;https://hawarastore.com/wp-content/uploads/2025/08/THTRCW40231.png;yes
THTRS031.L;بدلة عمل مطرية قطعتين سماكة 0.33 مم قياس L ماركة TOTAL;9.45;https://hawarastore.com/wp-content/uploads/2024/05/THTRS031.L.png;no
THTRS031.M;بدلة عمل مطرية قطعتين سماكة 0.33 مم قياس M ماركة TOTAL;9.45;https://hawarastore.com/wp-content/uploads/2024/03/THTRS031.M.png;no
THTRS031.XL;بدلة عمل مطرية قطعتين سماكة 0.33 مم قياس XL ماركة TOTAL;9.45;https://hawarastore.com/wp-content/uploads/2025/05/THTRS031.XL_.png;no
THTRS031.XXL;بدلة عمل مطرية قطعتين سماكة 0.33 مم قياس XXL ماركة TOTAL;9.45;https://hawarastore.com/wp-content/uploads/2025/05/THTRS031.XXL_.png;no
THTRS031.XXXL;بدلة عمل مطرية قطعتين سماكة 0.33 مم قياس XXXL من TOTAL;9.45;https://hawarastore.com/wp-content/uploads/2024/05/THTRS031.XXXL_.png;no
THTRS2101;حبل شد حمل 2 طن طول 10 متر TOTAL;7.23;https://hawarastore.com/wp-content/uploads/2025/08/THTRS2101.png;yes
THTRS3061;حبل شد حمل 3 طن طول 6 متر وعرض 50 مم TOTAL;7.95;https://hawarastore.com/wp-content/uploads/2025/08/THTRS3061.png;yes
THTRS3101;حبل شد حمل 3 طن طول 10 متر TOTAL;9.76;https://hawarastore.com/wp-content/uploads/2025/08/THTRS3101.png;yes
THTRS4101;حبل شد حمل 4 طن طول 10 متر وعرض 50 مم TOTAL;12.25;https://hawarastore.com/wp-content/uploads/2025/08/THTRS4101.png;yes
THTRS5101;حبل شد حمل 5 طن طول 10 متر TOTAL;13.79;https://hawarastore.com/wp-content/uploads/2025/08/THTRS5101.png;no
THTRSW17191;يد طقطاق 17 - 19 مم صناعي ماركة TOTAL;5.71;https://hawarastore.com/wp-content/uploads/2025/08/THTRSW17191.png;yes
THTRSW17211;يد طقطاق 17 - 21 مم صناعي ماركة TOTAL;5.01;https://hawarastore.com/wp-content/uploads/2025/08/THTRSW17211.png;yes
THTRSW19211;يد طقطاق 21 - 19 مم صناعي ماركة TOTAL;5.25;https://hawarastore.com/wp-content/uploads/2025/08/THTRSW19211.png;yes
THTRSW19221;يد طقطاق 22 - 19 مم صناعي ماركة TOTAL;5.01;https://hawarastore.com/wp-content/uploads/2025/08/THTRSW19221.png;yes
THTRSW19241;يد طقطاق 24 - 19 مم صناعي ماركة TOTAL;5.01;https://hawarastore.com/wp-content/uploads/2025/08/THTRSW19241.png;yes
THTS082016;طقم فنجان 1/2+ 1/4 +3/8 انش 201 قطعة + مفاتيح طقطاق + مجموعة فنجان طويلة + تطويلات ضمن حقيبة بلاستيك TOTAL;86.6;https://hawarastore.com/wp-content/uploads/2026/02/THTS082016-878x1024.png;yes
THTS1527416;مقص كساح 24-34 انش طول 62 -85 سم اقصى قطع 40 مم مزود بمفصل لزيادة حجم القطع ماركة TOTAL صناعي;11.25;https://hawarastore.com/wp-content/uploads/2025/08/THTS1527416.png;no
THTS20206;طقم مفكات براغي قطعتين نجاصة S2 شق + مصالب صناعي ماركة TOTAL;1.17;https://hawarastore.com/wp-content/uploads/2025/08/THTS20206.png;no
THTS33001;قلم فحص 300- 12 فولت ماركة TOTAL شاشة ديجيتال LCD مع منبه صوت وضوء اقفال ذاتي مع بطارية;4.9;https://hawarastore.com/wp-content/uploads/2025/08/THTS33001.png;yes
THTS41001;قلم فحص اتوماتيكي 100 - 1 DC فولت ماركة TOTAL;7.5;https://hawarastore.com/wp-content/uploads/2025/08/THTS41001.png;no
THTS71200;مطرقة حديد 200 غرام يد فيبر غلاس ماركة TOTAL حديث;1.63;https://hawarastore.com/wp-content/uploads/2025/08/THTS71200.png;yes
THTS71300;مطرقة حديد 300 غرام يد فيبر غلاس ماركة TOTAL حديث;1.81;https://hawarastore.com/wp-content/uploads/2024/05/THTS71300.png;no
THTS7308;مطرقة حديد 220 غرام ( شاكوش ) يد فيبر غلاس حديث ماركة TOTAL;1.97;https://hawarastore.com/wp-content/uploads/2024/05/THTS7308.png;no
THTS78600;فاس وزن 600 غرام طول 39سم يد فيبر غلاس ماركة TOTAL صناعية موديل حديث;3.95;https://hawarastore.com/wp-content/uploads/2025/08/THTS78600.png;yes
THTST12081;فنجان 1/2 انش 8 مم TOTAL *;0.58;https://hawarastore.com/wp-content/uploads/2025/08/THTST12081.png;yes
THTST12083L;فنجان 1/2 انش 8 مم طويلة TOTAL;1;https://hawarastore.com/wp-content/uploads/2025/08/THTST12083L.png;yes
THTST12091;فنجان 1/2 انش 9 مم TOTAL;0.58;https://hawarastore.com/wp-content/uploads/2025/08/THTST12091.png;yes
THTST12101;فنجان 1/2 انش 10 مم TOTAL *;0.59;https://hawarastore.com/wp-content/uploads/2025/08/THTST12101.png;yes
THTST12103L;فنجان 1/2 انش 10 مم طويلة TOTAL;1.02;https://hawarastore.com/wp-content/uploads/2025/08/THTST12103L.png;yes
THTST12111;فنجان 1/2 انش 11 مم TOTAL;0.57;https://hawarastore.com/wp-content/uploads/2025/08/THTST12111.png;yes
THTST12113L;فنجان 1/2 انش 11 مم طويلة TOTAL;0.97;https://hawarastore.com/wp-content/uploads/2025/08/THTST12113L.png;yes
THTST12121;فنجان 1/2 انش 12 مم TOTAL;0.58;https://hawarastore.com/wp-content/uploads/2025/08/THTST12121.png;no
THTST12123L;فنجان 1/2 انش 12 مم طويلة TOTAL;1.02;https://hawarastore.com/wp-content/uploads/2025/08/THTST12123L.png;no
THTST12131;فنجان 1/2 انش 13 مم TOTAL *;0.59;https://hawarastore.com/wp-content/uploads/2025/08/THTST12131.png;no
THTST12133L;فنجان 1/2 انش 13 مم طويلة TOTAL ((صناعي));1.02;https://hawarastore.com/wp-content/uploads/2024/05/THTST12133L.png;yes
THTST12141;فنجان 1/2 انش 14مم TOTAL *;0.58;https://hawarastore.com/wp-content/uploads/2025/08/THTST12141.png;no
THTST12143L;فنجان 1/2 انش 14 مم طويلة TOTAL;1.02;https://hawarastore.com/wp-content/uploads/2025/08/THTST12143L.png;no
THTST12151;فنجان 1/2 انش 15 مم TOTAL;0.55;https://hawarastore.com/wp-content/uploads/2025/08/THTST12151.png;yes
THTST12153L;فنجان 1/2 انش 15 مم طويلة TOTAL;0.97;https://hawarastore.com/wp-content/uploads/2025/08/THTST12153L.png;yes
THTST12161;فنجان 1/2 انش 16 مم TOTAL;0.55;https://hawarastore.com/wp-content/uploads/2025/08/THTST12161.png;yes
THTST12163L;فنجان 1/2 انش 16 مم طويلة TOTAL ((صناعي));1.02;https://hawarastore.com/wp-content/uploads/2025/08/THTST12163L.png;no
THTST12171;فنجان 1/2 انش 17مم TOTAL;0.65;https://hawarastore.com/wp-content/uploads/2025/08/THTST12171.png;no
THTST12173L;فنجان 1/2 انش 17 مم طويلة TOTAL ((صناعي));1.02;https://hawarastore.com/wp-content/uploads/2025/08/THTST12173L.png;no
THTST12181;فنجان 1/2 انش 18 مم TOTAL;0.68;https://hawarastore.com/wp-content/uploads/2025/08/THTST12181.png;yes
THTST12183L;فنجان 1/2 انش 18 مم طويلة TOTAL;1.06;https://hawarastore.com/wp-content/uploads/2025/08/THTST12183L.png;yes
THTST12191;فنجان 1/2 انش 19مم TOTAL;0.7;https://hawarastore.com/wp-content/uploads/2025/08/THTST12191.png;yes
THTST12193L;فنجان 1/2 انش 19 مم طويلة TOTAL;1.11;https://hawarastore.com/wp-content/uploads/2025/08/THTST12193L.png;no
THTST12201;فنجان 1/2 انش 20 مم TOTAL;0.75;https://hawarastore.com/wp-content/uploads/2024/05/THTST12201.png;yes
THTST12203L;فنجان 1/2 انش 20 مم طويلةTOTAL;1.14;https://hawarastore.com/wp-content/uploads/2025/08/THTST12203L.png;yes
THTST12211;فنجان 1/2 انش 21 مم TOTAL;0.71;https://hawarastore.com/wp-content/uploads/2025/08/THTST12211.png;yes
THTST12213L;فنجان 1/2 انش 21 مم طويلة TOTAL;1.2;https://hawarastore.com/wp-content/uploads/2024/05/THTST12213L.png;yes
THTST12221;فنجان 1/2 انش 22 مم TOTAL;0.82;https://hawarastore.com/wp-content/uploads/2025/08/THTST12221.png;yes
THTST12223L;فنجان 1/2 انش 22 مم طويلة TOTAL;1.28;https://hawarastore.com/wp-content/uploads/2025/08/THTST12223L.png;yes
THTST12231;فنجان 1/2 انش 23 مم TOTAL;0.97;https://hawarastore.com/wp-content/uploads/2025/08/THTST12231.png;no
THTST12241;فنجان 1/2 انش 24 مم TOTAL;0.91;https://hawarastore.com/wp-content/uploads/2025/08/THTST12241.png;yes
THTST12243L;فنجان 1/2 انش 24 مم طويلة TOTAL;1.45;https://hawarastore.com/wp-content/uploads/2025/08/THTST12243L.png;yes
THTST12251;فنجان 1/2 انش 25 مم TOTAL;1.05;https://hawarastore.com/wp-content/uploads/2025/08/THTST12251.png;yes
THTST12261;فنجان 1/2 انش 26 مم TOTAL;1.07;https://hawarastore.com/wp-content/uploads/2025/08/THTST12261.png;yes
THTST12271;فنجان 1/2 انش 27 مم TOTAL;1.19;https://hawarastore.com/wp-content/uploads/2025/08/THTST12271.png;yes
THTST12273L;فنجان 1/2 انش 27 مم طويلة TOTAL;1.87;https://hawarastore.com/wp-content/uploads/2025/08/THTST12273L.png;yes
THTST12281;فنجان 1/2 انش 28 مم TOTAL;1.46;https://hawarastore.com/wp-content/uploads/2025/08/THTST12281.png;yes
THTST12291;فنجان 1/2 انش 29 مم TOTAL;1.41;https://hawarastore.com/wp-content/uploads/2025/08/THTST12291.png;yes
THTST12301;فنجان 1/2 انش 30 مم TOTAL;1.55;https://hawarastore.com/wp-content/uploads/2025/08/THTST12301.png;yes
THTST12303L;فنجان 1/2 انش 30 مم طويلة TOTAL;2.24;https://hawarastore.com/wp-content/uploads/2025/08/THTST12303L.png;yes
THTST12321;فنجان 1/2 انش 32 مم TOTAL;1.81;https://hawarastore.com/wp-content/uploads/2025/08/THTST12321.png;no
THTST12323L;فنجان 1/2 انش 32 مم طويلة TOTAL;2.42;https://hawarastore.com/wp-content/uploads/2025/08/THTST12323L.png;yes
THTST12361;فنجان 1 انش 36 مم تايوانية جينيس TOTAL;26.51;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://hawarastore.com/wp-content/uploads/woocommerce-placeholder-600x600.png;no
THTSTB12106;ساعد مع منزلقة 1/2 انش طول 10 انش صناعي TOTAL;2.11;https://hawarastore.com/wp-content/uploads/2024/05/THTSTB12106.png;no
THTSW0806;مفك جوز حرف T قياس 8 مم صناعي ماركة TOTAL;1.44;https://hawarastore.com/wp-content/uploads/2025/08/THTSW0806.png;yes
THTSW1006;مفك جوز حرف T قياس 10 مم صناعي ماركة TOTAL;1.44;https://hawarastore.com/wp-content/uploads/2025/08/THTSW1006.png;yes
THTSW1206;مفك جوز حرف T قياس 12 مم صناعي ماركة TOTAL;1.83;https://hawarastore.com/wp-content/uploads/2025/08/THTSW1206.png;no
THTSW1306;مفك جوز حرف T قياس 13 مم صناعي TOTAL;1.83;https://hawarastore.com/wp-content/uploads/2024/05/THTSW1306.png;no
THTSW1406;مفك جوز حرف T قياس 14 مم صناعي ماركة TOTAL;1.83;https://hawarastore.com/wp-content/uploads/2025/08/THTSW1406.png;yes
THTSW1706;مفك جوز حرف T قياس 17 مم صناعي ماركة TOTAL;2.19;https://hawarastore.com/wp-content/uploads/2025/08/THTSW1706.png;yes
THTSW1906;مفك جوز حرف T قياس 19 مم صناعي TOTAL;2.23;https://hawarastore.com/wp-content/uploads/2025/08/THTSW1906.png;yes
THTT81286;مالج مليس مضفر ستانلس ستيل قياس280*130 TOTAL;3.07;https://hawarastore.com/wp-content/uploads/2024/05/THTT81286.png;no
THTT832306;مالج مليس مضفر يد ABC قياس 230 × 100 مم ماركة TOTAL;1.8;https://hawarastore.com/wp-content/uploads/2025/08/THTT832306.png;yes
THTT952316;مالج مليس مضفر يد ABC قياس 230 × 100 مم سوبر سيليكت ماركة TOTAL;1.71;https://hawarastore.com/wp-content/uploads/2025/08/THTT952316.png;yes
THTW711000;مطرقة حديد 1000 غرام يد خشب ماركة TOTAL;4.35;https://hawarastore.com/wp-content/uploads/2024/05/THTW711000.png;no
THTW71300;مطرقة حديد 300 غرام يد خشب ماركة TOTAL;2.07;https://hawarastore.com/wp-content/uploads/2025/08/THTW71300.png;no
THTW71500;مطرقة حديد 500 غرام يد خشب ماركة TOTAL;2.83;https://hawarastore.com/wp-content/uploads/2025/08/THTW71500.png;no
THTWB61001;عربة نقل أرضية قياس 537*360 تحمل 100 كغ حقايب خاصة 16و 19 انش TOTAL;18.15;https://hawarastore.com/wp-content/uploads/2025/10/THTWB61001.jpg;yes
THTWS0103;حبل شد + سفيفة تحميل 1 طن طول 3 متر عرض 3 سم ماركة TOTAL;3.23;https://hawarastore.com/wp-content/uploads/2025/08/THTWS0103.png;yes
THTWS0203;حبل شد + سفيفة تحميل 2 طن طول 3 م عرض 6 سم ماركة TOTAL;5.43;https://hawarastore.com/wp-content/uploads/2025/08/THTWS0203.png;yes
THTWS0204;حبل شد + سفيفة تحميل 2 طن طول 4 متر عرض 6 سم ماركة TOTAL;6.46;https://hawarastore.com/wp-content/uploads/2025/08/THTWS0204.png;yes
THTWS0303;حبل شد + سفيفة تحميل 3 طن طول 3 م عرض9 سم ماركة TOTAL;7.86;https://hawarastore.com/wp-content/uploads/2025/08/THTWS0303.png;yes
THTWS0306;حبل شد + سفيفة تحميل 3طن طول 6متر عرض 9 سم ماركة TOTAL;13.03;https://hawarastore.com/wp-content/uploads/2025/08/THTWS0306.png;yes
THTWS0406;حبل شد + سفيفة تحميل 4 طن طول 6 متر عرض 12 سم ماركة TOTAL;19.42;https://hawarastore.com/wp-content/uploads/2025/08/THTWS0406.png;yes
THTWS0606;حبل شد + سفيفة تحميل 6طن طول 6 متر عرض 18سم ماركة TOTAL;31.22;https://hawarastore.com/wp-content/uploads/2025/08/THTWS0606.png;yes
THWB61201;عربة المنيوم قابلة للطي حمل 130 كغ ماركة TOTAL;42.75;https://hawarastore.com/wp-content/uploads/2026/02/THWB61201.png;yes
THWBSW1508;منشار الواح جبسمبورد 150مم 6 انش ثلاثة رؤوس TOTAL (( صناعي )) حديث;2.05;;no
THWBSW66;منشار الواح جبسمبورد 150مم 6 انش ثلاثة رؤوس TOTAL (( صناعي ));2.18;https://hawarastore.com/wp-content/uploads/2025/08/THWBSW66.png;no
THWL1006;فنجان مفرد 10 مم حرف L صناعي ماركة TOTAL;2.08;https://hawarastore.com/wp-content/uploads/2025/08/THWL1006.png;yes
THWL1206;فنجان مفرد 12 مم حرف L صناعي ماركة TOTAL;2.34;https://hawarastore.com/wp-content/uploads/2025/08/THWL1206.png;yes
THWL1306;فنجان مفرد 13 مم حرف L صناعي ماركة TOTAL;2.58;https://hawarastore.com/wp-content/uploads/2025/08/THWL1306.png;yes
THWL1406;فنجان مفرد 14 مم حرف L صناعي ماركة TOTAL;2.89;https://hawarastore.com/wp-content/uploads/2025/08/THWL1406.png;yes
THWL1706;فنجان مفرد 17 مم حرف L صناعي ماركة TOTAL;3.79;https://hawarastore.com/wp-content/uploads/2025/08/THWL1706.png;yes
THWS010301;مرش حدائق عادي بلاستيك + مغسل TOTAL Plastic trigger nozzle;1.54;https://hawarastore.com/wp-content/uploads/2025/08/THWS010301.png;yes
THWS010901;مرش حدائق متعدد 9 نماذج TOTAL;2.03;https://hawarastore.com/wp-content/uploads/2025/08/THWS010901.png;no
THWS030301;وصلة مغسل سيارات طقم 3 TOTAL;1.27;https://hawarastore.com/wp-content/uploads/2025/08/THWS030301.png;yes
THWSG6031;راس مرش ومغسل قابل للتعديل ماركة TOTAL;4.21;https://hawarastore.com/wp-content/uploads/2025/08/THWSG6031.png;yes
THWSG6091;مرش حدائق 9 نماذج قابل للتعديل ماركة TOTAL;4.64;https://hawarastore.com/wp-content/uploads/2025/08/THWSG6091.png;yes
THWSK0201;مجموعة راس مرش 180 درجة ومغسل ماركة TOTAL;8.58;https://hawarastore.com/wp-content/uploads/2025/08/THWSK0201.png;yes
THWW092;مرش حدائق طويل صناعي TOTAL;5.52;https://hawarastore.com/wp-content/uploads/2025/08/THWW092.png;yes
THYSW081012;مفك جوز حرف Y قياس 12-10-8 مم صناعي ماركة TOTAL;2.38;https://hawarastore.com/wp-content/uploads/2024/05/THYSW101214-1.png;no
THYSW101214;مفك جوز حرف Y قياس 14-12-10 مم صناعي ماركة TOTAL;2.45;https://hawarastore.com/wp-content/uploads/2024/05/THYSW101214.png;no
THZATN1031;مرش حدائق عادي معدني + مغسل TOTAL Metal Trigger Nozzle صناعي;6.61;https://hawarastore.com/wp-content/uploads/2025/08/THZATN1031.png;yes
THZATN1101;مرش حدائق متعدد TOTAL Metal Trigger Nozzle صناعي;5.72;https://hawarastore.com/wp-content/uploads/2025/08/THZATN1101.png;yes
TIDLI12201;مثقب بطارية رجاج 12 فولت سرعتين 10 ملم 20 نيوتن عزم 15 + 1 مع بطاريتين وشاحن ساعتين ضمن حقيبة موديل حديث TOTAL;33.45;https://hawarastore.com/wp-content/uploads/2024/05/TIDLI12201.png;no
TIDLI12202;مثقب بطارية رجاج 12 فولت 10 مم 20 نيوتن بطاريتين TYPE-C بدون شاحن مع اكسسوارات حديث حقيبة بلاستيك ماركة TOTAL سوبر توتال;28.67;https://hawarastore.com/wp-content/uploads/2025/08/TIDLI12202.png;no
TIDLI12206;مثقب بطارية 12 فولت رجاج 10 مم 20 نيوتن TYPE-C + بطارية عدد 2 + اكسسوارات ضمن حقيبة بلاستيك ماركة TOTAL;26.8;https://hawarastore.com/wp-content/uploads/2025/09/TIDLI12206.png;yes
TIDLI12206 - A;مثقب بطارية 12 فولت رجاج 10 مم 20 نيوتن TYPE-C + اكسسوارات ضمن حقيبة بلاستيك ماركة TOTAL;12.81;;no
TIDLI1222;مثقب بطارية 12 فولت رجاج حديث ضمن حقيبة قماش مع 2 ريشة باتون جوزة 10 ملم عزم 25 نيوتن مع بطاريتين مع رأس مفك طول 6.5 سم TOTAL;64.49;https://hawarastore.com/wp-content/uploads/2024/03/TIDLI1222.png;no
TIDLI1228;مثقب بطارية 12 فولت رجاج سرعتين 10 ملم 25 نيوتن + بطارية 1.5 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;35.62;https://hawarastore.com/wp-content/uploads/2025/08/TIDLI1228.png;yes
TIDLI1232;مثقب بطارية رجاج 12 فولت سرعتين 10 ملم 20 نيوتن + بطارية عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;47.33;https://hawarastore.com/wp-content/uploads/2024/05/TIDLI1232.png;no
TIDLI1612;مثقب بطارية 16.8 فولت رجاج جوزة 10ملم عزم 28 نيوتن مع بطاريتين مع رأس مفك 6.5 ملم TOTAL;60.66;https://hawarastore.com/wp-content/uploads/2024/05/TIDLI1612.png;no
TIDLI166062;مثقب بطارية رجاج 16 فولت 66 نيوتن BL + بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;43.44;https://hawarastore.com/wp-content/uploads/2026/02/TIDLI166062-878x1024.png;yes
TIDLI1801;مثقب بطارية 18 فولت رجاج حديث 45 نيوتن 10 ملم سرعتين مع بطاريتين وشاحن سريع 1.5 ساعة ضمن حقيبة بلاستيك TOTAL;61.3;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://hawarastore.com/wp-content/uploads/woocommerce-placeholder-600x600.png;no
TIDLI201368;مثقب بطارية 20 فولت رجاج 136 نيوتن BL كوان معدن 13 مم + بطارية 5 امبير عدد 2 + شاحن + اكسسوارت ضمن حقيبة بلاستيك راس معدني جاكوبس ماركة TOTAL صناعي مع ساعد;127.28;;no
TIDLI201668;مثقب بطارية 20 فولت 166 نيوتن BL + بطارية 5 امبير عدد 2 + شاحن + اكسسوارات راس معدني جاكوبس ضمن حقيبة بلاستيك TOTAL;138.85;;no
TIDLI20558;مثقب بطارية 20 فولت رجاج 55 نيوتن BL كوان معدن 13 مم + بطارية 2 امبير عدد 2 +شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;46.6;https://hawarastore.com/wp-content/uploads/2025/08/TIDLI20558.png;yes
TIDLI205581;مثقب بطارية 20 فولت رجاج 55 نيوتن BL كوان 13 مم بدون بطارية وشاحن TOTAL;24.11;https://hawarastore.com/wp-content/uploads/2026/02/TIDLI205581-878x1024.png;yes
TIDLI20602;مثقب بطارية 20 فولت رجاج 60 نيوتنBL مع بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;57.92;https://hawarastore.com/wp-content/uploads/2024/05/TIDLI20602-1.png;no
TIDLI20605;مثقب بطارية 20 فولت 70 نيوتن رجاج BL+ بطارية 2 امبيرعدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;72.3;https://hawarastore.com/wp-content/uploads/2025/05/TIDLI20605.jpg;no
TIDLI20668;مثقب بطارية 20 فولت رجاج 66 نيوتن BL كوان معدن 13 مم + بطارية 2 امبير عدد 2 + شاحن + اكسسوارت ضمن حقيبة بلاستيك TOTAL;54.64;https://hawarastore.com/wp-content/uploads/2025/08/TIDLI20668.png;yes
TIDLI206681;مثقب بطارية 20 فولت رجاج 66 نيوتن BL كوان معدن 13 مم بدون بطارية وشاحن TOTAL;27.32;https://hawarastore.com/wp-content/uploads/2025/08/TIDLI206681.png;yes
TIDLI207686;مثقب بطارية 20 فولت 76 نيوتن BL + بطارية 2 امبير عدد 2 + شاحن سريع 4 امبير + اكسسوارات ضمن حقيبة بلاستيك TOTAL;67.5;https://hawarastore.com/wp-content/uploads/2026/05/TIDLI207686.jpeg;yes
TIDLI208687;مثقب بطارية 20 فولت رجاج 86 نيوتن BL كوان معدن 13 مم + بطارية 2 امبير عدد2 + شاحن 2 امبير+اكسسوارات ضمن حقيبة بلاستيك TOTAL;67.57;https://hawarastore.com/wp-content/uploads/2026/02/TIDLI208687-878x1024.png;yes
TIDLI208688;مثقب بطارية 20 فولت 86 نيوتن BL + بطارية 2 امبير عدد 2 + شاحن سريع 4 امبير + اكسسوارات راس معدني جاكوبس ضمن حقيبة بلاستيك TOTAL;70.38;;no
TIDLI20968;مثقب بطارية 20 فولت رجاج 96 نيوتن BL كوان معدن 13 مم + بطارية 4 امبير عدد 2 + شاحن + اكسسوارت ضمن حقيبة بلاستيك TOTAL;94.6;https://hawarastore.com/wp-content/uploads/2026/02/TIDLI209685-788x1024.png;yes
TIDLI209685;مثقب بطارية 20 فولت رجاج 96 نيوتن BL كوان 13 مم +راس معدني جاكوبس + اكسسوارات بدون بطارية وشاحن TOTAL;39.11;https://hawarastore.com/wp-content/uploads/2026/02/TIDLI209685-788x1024.png;yes
TIDLI209686;مثقب بطارية 20 فولت رجاج 96 نيوتن BL كوان معدن 13 مم + بطارية 4 امبير عدد 2 + شاحن + اكسسوارت ضمن حقيبة بلاستيك راس معدني جاكوبس ماركة TOTAL صناعي مع ساعد;87.49;https://hawarastore.com/wp-content/uploads/2025/10/TIDLI209686-788x1024.png;yes
TIDLI228120;مثقب بطارية 12 فولت رجاج + بطارية 1.5 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة قماشية TOTAL;49.55;https://hawarastore.com/wp-content/uploads/2024/03/TIDLI228120.png;no
TIDLI228121;فرد شد بطارية 1/4 انش 12 فولت لشد الجوز ( هنكار) + بطارية عدد 2 + شاحن + اكسسوارات ضمن حقيب قماشية TOTAL;61.35;https://hawarastore.com/wp-content/uploads/2024/05/TIDLI228121.png;yes
TIDLI228180;مثقب بطارية 18 فولت رجاج + بطارية عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;74.01;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://hawarastore.com/wp-content/uploads/woocommerce-placeholder-600x600.png;no
TIDLI228181;فرد شد بطارية 1/4 انش 18 فولت رجاج لشد الجوز ( هنكار) + بطارية عدد 2 + شاحن حقيبة بلاستيك TOTAL;86.14;https://hawarastore.com/wp-content/uploads/2024/03/TIDLI228181.png;yes
TIDLI426981;مثقب بطارية 42 فولت 69 نيوتن BL + بطارية 2 امبير + شاحن + مجموعة اكسسوارات ضمن حقيبة بلاستيك TOTAL;67.5;https://hawarastore.com/wp-content/uploads/2025/08/TIDLI426981.png;yes
TIDLI426982;مثقب بطارية 42 فولت رجاج 69 نيوتن BL كوان 13 مم + بطاريتين 2 امبير +شاحن ضمن حقيبة بلاستيك TOTAL;81.96;https://hawarastore.com/wp-content/uploads/2026/03/TIDLI426982-878x1024.png;yes
TIDLI429982;مثقب بطارية 42 فولت 99 نيوتن BL + بطارية 2 امبير عدد 2 + شاحن + مجموعة اكسسوارات + جوز ضمن حقيبة بلاستيك TOTAL;103.18;https://hawarastore.com/wp-content/uploads/2025/10/TIDLI429982.webp;yes
TIG1601;طرنس لحام 160 امبير 220 فولت TIG ماركة TOTAL;283.54;https://hawarastore.com/wp-content/uploads/2025/08/TIG1601.png;no
TIG16058;طرنس لحام 160 امبير 220 فولت TIG ماركة TOTAL;183.92;;no
TIG20058;طرنس لحام 200 امبير 220 فولت TIG ماركة TOTAL;224.99;;no
TIGACDC2001;طرنس لحام 200 امبير MMA-TIG-AC/ DC VOLT 220 ماركة TOTAL;450.14;https://hawarastore.com/wp-content/uploads/2025/08/TIGACDC2001.png;no
TIGACDC20068;طرنس لحام 200 امبير MMA-TIG-AC/ DC VOLT 220 ماركة TOTAL;444.61;;no
TIRLI12015;فرد شد بطارية 1/4 انش-12 فولت رجاج لشد الجوز (هنكار) 100 نيوتن + بطارية عدد 2 TYPE-C + اكسسوارات ضمن حقيبة بلاستيك TOTAL;35.28;https://hawarastore.com/wp-content/uploads/2025/08/TIRLI12015.png;yes
TIRLI2002;فرد شد بطارية 20 فولت 1/4 انش 170 نيوتن BL رجاج بطاريتين 2 A حقيبة قماش مع راس شد عدد 2 و 3 جوز هنغار TOTAL;98.61;https://hawarastore.com/wp-content/uploads/2025/08/TIRLI2002.png;no
TIRLI2023;فرد شد بطارية 1/4 انش 20 فولت 230نيوتن BL + بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;61.71;https://hawarastore.com/wp-content/uploads/2026/02/TIRLI2023.png;yes
