code;about;price;photo;in_stock
TDLI12456;مثقب بطارية 12 فولت 10 ملم 20 نيوتن + بطارية 1.5 امبير TYPE-C + اكسسوارات ماركة TOTAL حديث;13.11;https://hawarastore.com/wp-content/uploads/2025/08/TDLI12456.png;yes
TDLI1611;مثقب بطارية 16.8 فولت جوزة 10ملم عزم 28 نيوتن مع بطارية واحدة مع رأس مفك 6.5 ملم TOTAL;38.42;https://hawarastore.com/wp-content/uploads/2024/05/TDLI1611.png;no
TDLI1612;مثقب بطارية 16.8 فولت جوزة 10ملم عزم 28 نيوتن مع بطاريتين مع رأس مفك 6.5 ملم TOTAL;54.53;https://hawarastore.com/wp-content/uploads/2025/05/TDLI1612-1020x1024.png;no
TDLI16606;مثقب بطارية 16 فولت 60 نيوتن بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك ماركة TOTAL حديث;36.68;https://hawarastore.com/wp-content/uploads/2026/05/TDLI16606.png;yes
TDLI16682;مثقب بطارية 16 فولت 60 نيوتن بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك ماركة TOTAL;47.74;https://hawarastore.com/wp-content/uploads/2025/08/TDLI16682.png;yes
TDLI18011;مثقب بطارية 18 فولت حديث 45 نيوتن 10 ملم سرعتين مع بطارية واحدة وشاحن سريع 1.5 ساعة TOTAL;42.14;https://hawarastore.com/wp-content/uploads/2024/05/TDLI18011.png;yes
TDLI20028;مثقب بطارية 20 فولت سرعتين عزم 45 نيوتن + بطارية 1.5 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;44.78;https://hawarastore.com/wp-content/uploads/2024/03/TDLI20028.png;no
TDLI20051-s;مثقب بطارية 20 فولت سرعتين عزم 45 نيوتن مع لد ماركة TOTAL حديث;0;;no
TDLI20453;مثقب بطارية 20 فولت مع بطارية عدد 2 وشاحن 52 نيوتن بدون فحمات مع ملحقات مع حقيبة بلاستيك ماركة TOTAL;50.89;https://hawarastore.com/wp-content/uploads/2025/05/TDLI20453.png;no
TDLI205062;مثقب بطارية 20 فولت رجاج 50 نيوتن BL كوان معدن 13 مم + بطارية 2 امبير عدد2 + شاحن +اكسسوارات ضمن حقيبة بلاستيك TOTAL;35.71;https://hawarastore.com/wp-content/uploads/2026/02/TDLI205062-878x1024.png;yes
tdli2051 -s;مثقب بطارية 20 فولت سرعتين عزم 45 نيوتن مع لد بدون بطارية وشاحن;0;;no
TDLI205581;مثقب بطارية 20 فولت 55 نيوتن BL كوان معدن 13 مم بدون بطاريات وشاحن TOTAL;19.28;;no
TDLI205582;مثقب بطارية 20 فولت 55 نيوتن BL كوان معدن 13 مم مع بطارية وشاحن TOTAL;34.72;;no
TDLI206686;مثقب بطارية 20 فولت متعدد الرؤوس 66 نيوتن BL متعدد الاشكال (راس شد + زاوية ) + بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك ماركة TOTAL;81.96;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://hawarastore.com/wp-content/uploads/woocommerce-placeholder-600x600.png;yes
TDLI228120;مثقب بطارية 12 فولت + بطارية 1.5 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة قماشية TOTAL;40.54;https://hawarastore.com/wp-content/uploads/2024/05/TDLI228180.png;no
TDLI228120-1;مثقب بطارية 12 فولت TOTAL سرعتين مع لد حقيبة قماش بطارية واحدة;0;;no
TDLI228180;مثقب بطارية 18 فولت + بطارية عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;67.41;https://hawarastore.com/wp-content/uploads/2024/05/TDLI228180.png;no
TDOES06071;مفتاح شق 6 × 7 ماركة TOTAL;0.67;https://hawarastore.com/wp-content/uploads/2025/08/TDOES06071.png;yes
TDOES08091;مفتاح شق 8 × 9 ماركة TOTAL;0.73;https://hawarastore.com/wp-content/uploads/2025/08/TDOES08091.png;yes
TDOES10111;مفتاح شق 10 × 11 ماركة TOTAL;0.82;https://hawarastore.com/wp-content/uploads/2024/05/TDOES06071.png;no
TDOES12131;مفتاح شق 12 × 13 ماركة TOTAL;0.86;https://hawarastore.com/wp-content/uploads/2024/05/TDOES06071.png;no
TDOES14151;مفتاح شق 14 × 15 ماركة TOTAL;1.09;https://hawarastore.com/wp-content/uploads/2025/08/TDOES14151.png;yes
TDOES16171;مفتاح شق 16 × 17 ماركة TOTAL;1.26;https://hawarastore.com/wp-content/uploads/2025/08/TDOES16171.png;yes
TDOES18191;مفتاح شق 18 × 19 ماركة TOTAL;1.42;https://hawarastore.com/wp-content/uploads/2025/08/TDOES18191.png;yes
TDP133501;مثقب عامودي 350 واط 13 مم TOTAL;73.79;https://hawarastore.com/wp-content/uploads/2024/05/TDP133501.png;no
TDP207502;مثقب عامودي 750 واط (( صناعي )) TOTAL;309.19;https://hawarastore.com/wp-content/uploads/2024/05/TDP207502.png;no
TDP207505;مثقب عامودي 750 واط 20 مم TOTAL حديث;233.76;https://hawarastore.com/wp-content/uploads/2025/05/TDP207505.png;no
TDP3211002;مثقب عامودي 1100 واط جوزة 20 مم (( صناعي )) TOTAL;567.99;https://hawarastore.com/wp-content/uploads/2025/08/TDP3211002.png;no
TDP3211005;مثقب عامودي 1500 واط نحاس جوزة 20 مم (( صناعي )) TOTAL;565.44;https://hawarastore.com/wp-content/uploads/2026/02/TDP3211005-878x1024.png;yes
TDRLI206015;طقطاق 3/8 بطارية 20 فولت مع بطارية وشاحن + جوز 13-17-19 ماركة TOTAL;56.54;https://hawarastore.com/wp-content/uploads/2025/08/TDRLI2060151.png;yes
TDRLI2060151;طقطاق 3/8 بطارية 20 فولت بدون بطارية وشاحن + جوز 19+17+13 ماركة TOTAL;31.42;https://hawarastore.com/wp-content/uploads/2025/08/TDRLI2060151.png;yes
TDRLI20652;طقطاق بطارية 20 فولت عزم 65 نيوتن 3/8 انش BL + بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك ماركة TOTAL;67.5;https://hawarastore.com/wp-content/uploads/2026/05/TDRLI20652.png;yes
TDRLI206521;طقطاق بطارية 20 فولت عزم 65 نيوتن 3/8 انش BL + اكسسوارات بدون بطارية وشاحن ماركة TOTAL;37.84;https://hawarastore.com/wp-content/uploads/2026/05/TDRLI206521.png;yes
TDRLI206529;طقطاق 3/8 بطارية 20 فولت 65 نيوتن براس طويل 17 سم بدون بطارية وشاحن + جوز 19+17+13 ماركة TOTAL;48.27;https://hawarastore.com/wp-content/uploads/2026/05/TDRLI206529.png;yes
TDRLI2065292;طقطاق بطارية 20 فولت راس طويل 17 سم عزم 65 نيوتن 3/8 انش BL + بطارية 2 امبير عدد 2 + شاحن + اكسسوارات ضمن حقيبة بلاستيك ماركة TOTAL;78.11;https://hawarastore.com/wp-content/uploads/2026/05/TDRLI2065292.png;yes
TDSLI2026;مخزن لزوم مثقب جبسمبورد 20 فولت من 25 الى 55 مم TOTAL;13.11;;no
TDSLI2042006;مثقب جبسمبورد بطارية 20 فولت بدون بطارية وشاحن TOTAL;46.63;https://hawarastore.com/wp-content/uploads/2025/08/TDSLI2042006.png;no
TDSLI204281;مثقب جبسمبورد 20 فولت 4.2 مم + بطارية 2 امبير + شاحن + اكسسوارات ضمن حقيبة بلاستيك TOTAL;57.85;;no
TDSLI2051;حفافة بطارية 20 فولت مثلثة الشكل بدون بطارية وشاحن TOTAL;28.51;https://hawarastore.com/wp-content/uploads/2025/08/TDSLI2051.png;yes
TDSLI20511;حفافة بطارية 20 فولت مثلثة الشكل مع بطارية وشاحن ماركة TOTAL;40.38;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://hawarastore.com/wp-content/uploads/woocommerce-placeholder-600x600.png;no
TDWS105016;حفافة جدران دائرية 1050 واط مع كيس غبار موديل حديث TOTAL ((صناعي));84.77;https://hawarastore.com/wp-content/uploads/2025/08/TDWS105016.png;yes
TDWS7501;حفافة جدران دائرية 750 واط 7 انش ماركة TOTAL;48.29;https://hawarastore.com/wp-content/uploads/2025/08/TDWS7501.png;yes
TEA55221-1;حفارة ارض زراعية بنزين 52 cc استطاعة 1.4 kw ماركة TOTAL;126.39;https://hawarastore.com/wp-content/uploads/2025/08/TEA55221-1.png;yes
TEA55221-2;ريشة حفارة ارض زراعية 800 × 150 ماركة TOTAL;15.03;https://hawarastore.com/wp-content/uploads/2025/08/TEA55221-2.png;yes
TEA56222-1;حفارة ارض زراعية 2.4 كيلو واط 62 CC ماركة TOTAL;180.62;https://hawarastore.com/wp-content/uploads/2025/08/TEA56222-1.png;yes
TEA56222-2;ريشة حفارة ارض زراعية 800 × 300 مم ماركة TOTAL;36.41;https://hawarastore.com/wp-content/uploads/2025/08/TEA56222-2.png;yes
TEALI208011;حفارة ارض 20 فولت مع بطارية 4 أمبير وشاحن وريشة ماركة TOTAL;106.43;https://hawarastore.com/wp-content/uploads/2025/08/TEALI208011.png;yes
TERCVC2121;لحام كهرباء علبة 5 كغ 2.5 مم كربون ستيل Item: E6013 ماركة TOTAL;6.51;https://hawarastore.com/wp-content/uploads/2025/08/TERCVC2121.png;yes
TERLI1658;عصا تطويلة أقصى طول 220سم لزوم مقص كساح 16فولت بدون بطارية TOTAL;48.21;https://hawarastore.com/wp-content/uploads/2025/08/TERLI1658.png;yes
TES1223;ميزان الكتروني 30 كغ بطارية S12 - 12 V ماركة TOTAL;42.89;https://hawarastore.com/wp-content/uploads/2024/05/TES1223.png;no
TES1245;ميزان الكتروني 100 كغ 12 فولت دقة 20 غرام قياس 30 × 40 سم ماركة TOTAL;64.73;https://hawarastore.com/wp-content/uploads/2025/08/TES1245.png;yes
TES1267;ميزان الكتروني 300 كغ 12 فولت دقة 50 غرام صينية 40 × 50 سم ماركة TOTAL;43.76;https://hawarastore.com/wp-content/uploads/2025/08/TES1267.png;yes
TESA31001;ميزان الكتروني 100 كغ دقة 20 غرام قياس 30*40 سم ماركة TOTAL;31.41;https://hawarastore.com/wp-content/uploads/2025/08/TESA31001.png;yes
TESA33001;ميزان الكتروني 300 كغ دقة 50 غرام قياس 40*50 سم ماركة TOTAL;42.04;https://hawarastore.com/wp-content/uploads/2025/08/TESA33001.png;yes
TESA3301;ميزان الكتروني 30 كغ دقة 2 غرام قياس 33*24 سم TOTAL;23.91;https://hawarastore.com/wp-content/uploads/2025/08/TESA3301.png;no
TESA3402;ميزان 40 كغ برقبة ديجيتال دقة 2 غ TOTAL;33.6;https://hawarastore.com/wp-content/uploads/2025/08/TESA3402.png;no
TESA41801;ميزان جسم رقمي 180 كغ ماركة TOTAL;8.27;https://hawarastore.com/wp-content/uploads/2024/05/TESA41801.png;no
TESA41802;ميزان جسم رقمي 180 كغ قياس 28 × 28 سم موديل حديث ماركة TOTAL;9.47;https://hawarastore.com/wp-content/uploads/2024/05/TESA41802-1.png;no
TESF2001;خزنة نقود 11 لتر قياس 20 × 31 × 20 وزن 6.4 كغ قفل الكتروني مع شاشة ماركة TOTAL;36.17;https://hawarastore.com/wp-content/uploads/2025/08/TESF2001.png;yes
TESF2501;خزنة نقود 19 ليتر قياس 25 × 35 × 25 وزن 9.3 كغ قفل الكتروني مع شاشة ماركة TOTAL;46.33;https://hawarastore.com/wp-content/uploads/2025/08/TESF2501.png;no
TESF3501;خزنة نقود 27 لتر قياس 20X43X35 وزن 10.7 كغ قفل الكتروني مع شاشة ماركة TOTAL;58.93;https://hawarastore.com/wp-content/uploads/2025/08/TESF3501.png;yes
TESF5001;خزنة نقود 52 لتر قياس 50 × 35 × 33 وزن 17 كغ قفل الكتروني مع شاشة ماركة TOTAL;79.25;https://hawarastore.com/wp-content/uploads/2025/08/TESF5001.png;no
TESLI2001;مقص حديد 20 فولت 2.5 مم بدون بطارية وشاحن ماركة TOTAL;0;;no
TESST30002;فيش ديجيتال مع مؤشرات فولت ارث ماركة TOTAL;5.28;https://hawarastore.com/wp-content/uploads/2025/08/TESST30002.png;yes
TET01606;كاوي لحام قصدير 70 واط مع مفتاح تحكم الكتروني مزودة براس سيراميكي TOTAL;3.72;https://hawarastore.com/wp-content/uploads/2026/02/TET01606.png;yes
TET01608;كاوي لحام قصدير 90 واط مع مفتاح تحكم الكتروني مزودة براس سيراميكي TOTAL;4.7;https://hawarastore.com/wp-content/uploads/2026/02/TET01608.png;yes
TET01610;كاوي لحام قصدير 120 واط مع مفتاح تحكم الكتروني رأس سيراميك TOTAL;5.7;;no
TET065431;رأس كاوي خمس رؤوس لزوم كاوي لحام قصدير 70 واط TOTAL;1.75;;no
TET10006;كاوي لحام قصدير 100 واط TOTAL;7.14;https://hawarastore.com/wp-content/uploads/2025/08/TET10006.png;no
TET1100831;كاوي لحام قصدير 100 واط مع مفتاح عيار حديث ماركة TOTAL;5.11;https://hawarastore.com/wp-content/uploads/2025/08/TET1100831.png;no
TET1406;كاوي لحام قصدير 40 واط TOTAL;4.75;https://hawarastore.com/wp-content/uploads/2025/08/TET1406.png;yes
TET1606;كاوي لحام قصدير 60 واط TOTAL;5.18;https://hawarastore.com/wp-content/uploads/2025/08/TET1606.png;yes
TET160732;كاوي لحام قصدير فرد بكرة 90 واط مفتاح تحكم بالحرارة حديث صناعي TOTAL;7.3;https://hawarastore.com/wp-content/uploads/2025/08/TET160732.png;yes
TET160831;كاوي لحام قصدير 60 واط مع مفتاح عيار حديث ماركة TOTAL;3.32;https://hawarastore.com/wp-content/uploads/2025/08/TET160831.png;no
TET160911;كاوي لحام قصدير مع قاعدة تحكم الكتروني مفتاح عياري للحرارة 60 واط حديث TOTAL;19.17;https://hawarastore.com/wp-content/uploads/2024/05/TET160911.png;no
TET160923;كاوي لحام قصدير مع قاعدة تحكم شاشة ديجيتال 60 واط حديث ماركة TOTAL;29.34;https://hawarastore.com/wp-content/uploads/2025/08/TET160923.png;yes
TET2606;كاوي لحام قصدير 60 واط اعوج TOTAL;5.24;https://hawarastore.com/wp-content/uploads/2025/08/TET2606.png;yes
TETAN01;مقياس سرعة الرياح صناعي ماركة TOTAL;36.31;https://hawarastore.com/wp-content/uploads/2025/08/TETAN01.png;no
TETAN031;مقياس سرعة الرياح صناعي 0.4-30.00 M/S ماركة TOTAL;20.82;https://hawarastore.com/wp-content/uploads/2026/02/TETAN031-960x1024.png;yes
TETGA01;مقياس غاز صناعي ماركة TOTAL;53.58;https://hawarastore.com/wp-content/uploads/2025/08/TETGA01.png;yes
TETGA23;مقياس غاز صناعي حديث ماركة TOTAL;19.18;https://hawarastore.com/wp-content/uploads/2025/08/TETGA23.png;yes
TETHT01;مقياس حرارة ورطوبة صناعي ماركة TOTAL;36.78;https://hawarastore.com/wp-content/uploads/2025/08/TETHT01.png;yes
TETHT23;مقياس حرارة ورطوبة صناعي حديث ماركة TOTAL;19.18;https://hawarastore.com/wp-content/uploads/2025/08/TETHT23.png;yes
TETLU01;مقياس شدة الاضاءة صناعي ماركة TOTAL;31.58;https://hawarastore.com/wp-content/uploads/2025/08/TETLU01.png;yes
TETSL01;مقياس مستوى الصوت صناعي ماركة TOTAL;31.28;https://hawarastore.com/wp-content/uploads/2025/08/TETSL01.png;yes
TETWM01;مقياس رطوبة اخشاب صناعي ماركة TOTAL;28.38;https://hawarastore.com/wp-content/uploads/2025/08/TETWM01.png;yes
TETWM23;مقياس رطوبة اخشاب صناعي حديث ماركة TOTAL;19.18;https://hawarastore.com/wp-content/uploads/2025/08/TETWM23.png;yes
TEWSFC081001;بكرة لحام TMG كربون ستيل 1 كغ سماكة 0.8 مم ماركة TOTAL;5.94;https://hawarastore.com/wp-content/uploads/2025/08/TEWSFC081001.png;yes
TF1301826;حفافة خشب مستطيلة 320 واط قياس 180×90 TOTAL;25.44;https://hawarastore.com/wp-content/uploads/2024/05/TF1301826.png;no
TF1301836;حفافة خشب مستطيلة 320 واط ( 180 × 90 ) مم مع 5 قطع برداغ+طقم فحمات ماركة TOTAL (صناعي);27.6;https://hawarastore.com/wp-content/uploads/2025/08/TF1301836.png;no
TF1302206;حفافة خشب مستطيلة 350 واط TOTAL قياس 110 × 220 مم (( صناعي ));41.21;https://hawarastore.com/wp-content/uploads/2024/05/TF1302206.png;no
TF2031256;حفافة خشب دائرية 320 واط ماركة TOTAL;31.04;https://hawarastore.com/wp-content/uploads/2024/05/TF2031256.png;no
TF2041501;حفافة خشب دائرية 450 واط 150 مم TOTAL;41;https://hawarastore.com/wp-content/uploads/2024/03/TF2041501.png;no
TF2061506;حفافة دائرية 450 واط 150 مم حديث TOTAL;37.88;https://hawarastore.com/wp-content/uploads/2025/05/TF2061506.png;no
TF2131256;حفافة خشب دائرية 320 واط 125 مم متسارع ماركة TOTAL;30.43;https://hawarastore.com/wp-content/uploads/2025/08/TF2131256.png;no
TF2231106;حفافة خشب مربعة 240 واط 100×110 مم صناعي TOTAL;27.84;https://hawarastore.com/wp-content/uploads/2025/08/TF2231106.png;no
TF2241108;حفافة خشب مربعة 240 واط 100×110 مم صناعي حديثTOTAL;20.37;;no
TFALI2001;مروحة بطارية 20 فولت 3 سرعات 13 إنش بدون بطارية وشاحن TOTAL;42.18;https://hawarastore.com/wp-content/uploads/2025/08/TFALI2001.png;yes
TFALI2002;مروحة بطارية 20 فولت سرعتين 11 انش بدون بطارية وشاحن TOTAL;29.88;https://hawarastore.com/wp-content/uploads/2025/08/TFALI2002.png;no
TFALI2007;مروحة بطارية 20 فولت 7 انش بدون بطارية وشاحن TOTAL;19.86;https://hawarastore.com/wp-content/uploads/2025/08/TFALI2007.png;no
TFBCLI20244;مجموعة شحن 20 فولت بطارية 4 امبير عدد 4 + شاحن ثنائي 4 امبير ضمن حقيبة بلاستيك TOTAL حديث;99.67;https://hawarastore.com/wp-content/uploads/2025/08/TFBCLI20244.png;no
TFBCLI20245;مجموعة شحن 20 فولت بطارية 5 امبير عدد 4 + شاحن ثنائي 4 امبير ضمن حقيبة بلاستيك TOTAL حديث;113.91;https://hawarastore.com/wp-content/uploads/2024/03/TFBCLI20245.png;no
TFBCLI20285;مجموعة شحن بطارية 20 فولت 4 بطاريات 5 امبير + شاحن ثنائي 8 امبير ضمن حقيبة بلاستيك TOTAL حديث;109.69;https://hawarastore.com/wp-content/uploads/2026/02/TFBCLI20285-1.png;yes
TFBCLI20611;مجموعة شحن 20 فولت بطارية 2 امبير عدد 6 + شاحن ضمن حقيبة بلاستيك TOTAL حديث;81.09;https://hawarastore.com/wp-content/uploads/2024/05/TFBCLI20611.png;no
TFBCPK1012;مجموعة شحن 20 فولت بطارية 4 امبير + شاحن على كرت بلاستيك TOTAL احدث موديل;31.87;https://hawarastore.com/wp-content/uploads/2026/03/TFBCPK1012.png;yes
TFBCPK1214;مجموعة شحن 20 فولت بطارية 4 امبير + شاحن على كرت بلاستيك TOTAL حديث;28.56;https://hawarastore.com/wp-content/uploads/2025/08/TFBCPK1214.png;no
TFBCPK1222;مجموعة شحن 20 فولت بطارية 2 امبير عدد 2 + شاحن على كرت بلاستيك TOTAL حديث;28.56;https://hawarastore.com/wp-content/uploads/2025/08/TFBCPK1222.png;no
TFBCPK1424;مجموعة شحن 20 فولت بطارية 4 امبير عدد 2 + شاحن 4 امبير على كرت بلاستيك TOTAL حديث;55.75;https://hawarastore.com/wp-content/uploads/2025/08/TFBCPK1424.png;no
TFBCPK2013;مجموعة شحن بطارية 20 فولت 4 امبير عدد 2 + شاحن 4 امبير كرت بلاستيك TOTAL حديث;55.24;https://hawarastore.com/wp-content/uploads/2026/02/TFBCPK2013.png;yes
TFBCPK2212;مجموعة شحن بطارية 20 فولت 2 امبير عدد 2 + شاحن كرت بلاستيك TOTAL أحدث موديل;31.43;https://hawarastore.com/wp-content/uploads/2026/02/TFBCPK2212.png;yes
TFBCPK2425;مجموعة شحن 20 فولت بطارية 5 امبير عدد 2 + شاحن ثنائي 4 امبير على كرت بلاستيك TOTAL حديث;70.95;https://hawarastore.com/wp-content/uploads/2025/08/TFBCPK2425.png;no
TFBCPM20221;مجموعة شحن 42 فولت بطارية 2 امبير عدد 2 + شاحن على كرت بلاستيك TOTAL;53.9;https://hawarastore.com/wp-content/uploads/2025/08/TFBCPM20221.png;yes
TFBCPM25221;مجموعة شحن 42 فولت بطارية 2.5 امبير عدد 2 + شاحن على كرت بلاستيك TOTAL;71.05;https://hawarastore.com/wp-content/uploads/2026/02/TFBCPM25221.png;yes
TFBLI1620;بطارية 16 فولت 2 امبير TOTAL;10.36;https://hawarastore.com/wp-content/uploads/2026/02/TFBLI1620.png;yes
TFBLI2001;بطارية 20 فولت 2 امبير TOTAL صناعي;14.64;https://hawarastore.com/wp-content/uploads/2025/08/TFBLI20011.png;no
TFBLI20011;بطارية 20 فولت 2 امبير TOTAL صناعي حديث;14.39;https://hawarastore.com/wp-content/uploads/2025/08/TFBLI20011.png;yes
TFBLI2002;بطارية 20 فولت 4 امبير TOTAL;24.82;https://hawarastore.com/wp-content/uploads/2025/08/TFBLI20021.png;no
TFBLI20021;بطارية 20 فولت 4 امبير TOTAL حديث;22.5;https://hawarastore.com/wp-content/uploads/2025/08/TFBLI20021.png;yes
TFBLI2030;بطارية 20 فولت 3 امبير TOTAL;22.75;https://hawarastore.com/wp-content/uploads/2025/08/TFBLI2030.png;no
TFBLI2053;بطارية 20 فولت 5 امبير TOTAL صناعي;31.43;https://hawarastore.com/wp-content/uploads/2024/05/TFBLI2053.png;no
TFBLI20531;بطارية 20 فولت 5 امبير موديل حديث TOTAL;30.47;;no
TFBLI2060;بطارية 20 فولت 6 امبير TOTAL صناعي;37;https://hawarastore.com/wp-content/uploads/2025/08/TFBLI2060.png;yes
TFBLI2075;بطارية 20 فولت 7.5 امبير TOTAL صناعي;48.27;https://hawarastore.com/wp-content/uploads/2025/08/TFBLI2075.png;yes
TFBLI2126;بطارية 20 فولت 6 امبير صناعي حديث TOTAL;35.83;https://hawarastore.com/wp-content/uploads/2026/03/TFBLI2126.png;yes
TFBLI2128;بطارية 20 فولت 8 امبير صناعي حديث TOTAL;45.53;https://hawarastore.com/wp-content/uploads/2026/03/TFBLI2128.png;yes
TFBLI241110;مجموعة شحن بطارية 20 فولت + 40 فولت 60 امبير ضمن حقيبة قماشية TOTAL;335.8;;no
TFBLI42251;بطارية 42 فولت 2 امبير ماركة TOTAL;33.39;;no
TFC13012;طرنس لحام 130 امبير بكرة MIG بدون غاز ماركة TOTAL;0;;no
TFC13018;طرنس لحام 130 امبير MMA/MIG بدون غاز لحام عادي 1.6-3.2+ بكرة (0.8+0.9) TOTAL;80.08;;no
TFCLI1613;شاحن بطارية 16 فولت 1.3 امبير TOTAL;5.37;;no
TFCLI2001;شاحن بطارية 20 فولت TOTAL( صناعي ) شحن 2 امبير خلال ساعة;6.67;https://hawarastore.com/wp-content/uploads/2025/08/TFCLI2001.png;yes
TFCLI2003;شاحن بطارية 20 فولت سريع 4 امبير صناعي ماركة TOTAL;15.08;https://hawarastore.com/wp-content/uploads/2024/05/TFCLI2003.png;no
TFCLI2012;شاحن بطارية 20 فولت 2 امبير + وصلة قداحة 12 فولت TOTAL;9.64;;no
TFCLI20411;شاحن بطارية 20 فولت سريع 4 امبير موديل حديث TOTAL;11.58;https://hawarastore.com/wp-content/uploads/2025/08/TFCLI20411.png;yes
TFCLI2064;شاحن بطارية 20 فولت سداسي 4 امبير صناعي حديث TOTAL;26.38;https://hawarastore.com/wp-content/uploads/2025/08/TFCLI2064.png;yes
TFCLI2082;شاحن ثنائي 8 امبير صناعي TOTAL;23.29;https://hawarastore.com/wp-content/uploads/2025/08/TFCLI2082.png;no
TFCLI42021;شاحن بطارية 42 فولط 2 امبير;15.24;;no
TFCLI42041;شاحن بطارية 42 فولت 4 امبير ماركة TOTAL;26.61;;no
TFL012AA1;بيل يدوي ليد حديث 70 شمعة حديث TOTAL;7.61;https://hawarastore.com/wp-content/uploads/2024/03/TFL012AA1.png;no
TFL013AAA1;بيل يدوي المنيوم 200 لومينز بطارية 3AAA (صناعي ) TOTAL;7.8;https://hawarastore.com/wp-content/uploads/2025/08/TFL013AAA1.png;no
TFL013AAA58;بيل يدوي المنيوم 450 لومينز بطارية 3AAA (صناعي ) TOTAL;7.47;;no
TFMFT01151;بانسة جيب متعددة الاستعمالات 1×15 TOTAL;7.2;https://hawarastore.com/wp-content/uploads/2025/08/TFMFT01151.png;yes
TFSLI2031;حفافة بطارية 20 فولت مستطيلة 90*180 مم قاعدة المنيوم بدون بطارية وشاحن مع 5 برداغ TOTAL;32.44;https://hawarastore.com/wp-content/uploads/2025/08/TFSLI2031.png;yes
TFSLI20311;حفافة بطارية 20 فولت مستطيلة 90*180 مم قاعدة المنيوم + بطارية 4 امبير + شاحن مع 5 برداغ TOTAL;52.13;https://hawarastore.com/wp-content/uploads/2025/08/TFSLI20311.png;yes
TFSLI20313;حفافة بطارية 20 فولت مستطيلة 180 × 90 مم + بطارية 4 امبير + شاحن 4 امبير + ورق حف عدد 5 TOTAL;48.21;https://hawarastore.com/wp-content/uploads/2026/02/TFSLI20313.png;yes
TG103251;قصاصة عشب كهربائية يدوية 350 واط TOTAL;20.67;https://hawarastore.com/wp-content/uploads/2025/08/TG103251.png;yes
TG105136;مثقب 550 واط 13 مم شمال يمين - رجاج - TOTAL;18.63;https://hawarastore.com/wp-content/uploads/2024/03/TG105136.png;no
TG1061336;مثقب 650 واط 13 مم رجاج - شمال يمين حديث TOTAL;20.93;https://hawarastore.com/wp-content/uploads/2024/03/TG1061336.png;no
TG1061336-2;مثقب 650 واط 13 مم كوان اتوماتيك شمال يمين TOTAL;21.26;https://hawarastore.com/wp-content/uploads/2024/03/TG1061336-2.png;no
TG1061356;مثقب 680 واط 13 مم شمال يمين - رجاج TOTAL;16.55;https://hawarastore.com/wp-content/uploads/2025/08/TG1061356-2.png;yes
TG1061356-2;مثقب 680 واط 13 مم كوان اتوماتيك ماركة TOTAL;18.11;https://hawarastore.com/wp-content/uploads/2024/03/TG1061356-2.png;no
TG106136;مثقب 650 واط 13 مم رجاج - شمال يمين ماركة TOTAL;22.26;https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://hawarastore.com/wp-content/uploads/woocommerce-placeholder-600x600.png;no
TG10711526;جلخ صاروخ 4.5 انش 750 واط TOTAL;22.58;https://hawarastore.com/wp-content/uploads/2024/05/TG10711526.png;no
TG10711556;جلخ صاروخ 4.5 انش 750 واط TOTAL حديث;22.36;https://hawarastore.com/wp-content/uploads/2025/08/TG10711556.png;yes
TG1071156;جلخ صاروخ 4.5 انش 710 واط TOTAL;21.93;https://hawarastore.com/wp-content/uploads/2024/03/TG1071156.png;no
TG10711576;جلخ صاروخ 4.5 انش 710 واط TOTAL حديث;16.41;https://hawarastore.com/wp-content/uploads/2025/08/TG10711576.png;no
TG107136;مثقب 710 وط 13 مم رجاج شمال يمين كوان معدن ماركة TOTAL;18.98;https://hawarastore.com/wp-content/uploads/2024/10/TG107136.png;no
TG1071366;مثقب 710 وط 13 مم رجاج شمال يمين كوان معدن كوشوك ماركة TOTAL;19;;no
TG10713662;مثقب 710 واط 13 مم كوان اتوماتيك TOTAL;20;;no
TG10811536;جلخ صاروخ 4.5 انش 850 واط TOTAL حديث;22.93;https://hawarastore.com/wp-content/uploads/2024/03/TG10811536.png;no
TG1081156;جلخ صاروخ 4.5 انش 800 واط TOTAL;25.61;https://hawarastore.com/wp-content/uploads/2024/05/TG1081156.png;no
TG1081316;مثقب 810 واط 13 مم شمال يمين - رجاج - TOTAL (( صناعي ));20.39;https://hawarastore.com/wp-content/uploads/2025/08/TG1081316.png;yes
TG108136;مثقب 750 واط 13 مم شمال يمين - رجاج - TOTAL;23.44;https://hawarastore.com/wp-content/uploads/2024/03/TG108136.png;no
TG10911576;جلخ صاروخ 4.5 انش 960 واط TOTAL;20.31;https://hawarastore.com/wp-content/uploads/2025/08/TG10911576.png;yes
